,authors,contents,datetime,isbn,price,publisher,sale_price,status,thumbnail,title,translators,url
69,['임정목'],,2018-03-05T00:00:00.000+09:00, 2090000059137,19000,현우사,-1,,,파이썬(실습을 통해 쉽게 배우는),[],https://search.daum.net/search?w=bookpage&bookId=4860506&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC%28%EC%8B%A4%EC%8A%B5%EC%9D%84+%ED%86%B5%ED%95%B4+%EC%89%BD%EA%B2%8C+%EB%B0%B0%EC%9A%B0%EB%8A%94%29
70,"['우재남', '최민아']","이 책은 파이썬의 핵심 문법을 다양한 삽화와 도식을 통해 시각적으로 설명하여 비전공자도 쉽고 재미있게 배울 수 있습니다. 또한 각 장마다 수록된 실생활 사례 위주의 [LAB]과 [실전 예제]를 실습하면서 프로그래밍 실력을 자연스럽게 향상시킬 수 있습니다. 파이썬의 기초 문법과 고급 문법을 배우고 나면 외부 라이브러리 Pillow, Pygame, Tkinter를 활용하여 완성도 높은 실전 프로젝트를 경험할 수 있습니다.  ※ 본 도서는 대학 강의용",2021-06-28T00:00:00.000+09:00,1156645522 9791156645528,24000,한빛아카데미,24000,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5759143%3Ftimestamp%3D20250215144121,난생처음 파이썬 프로그래밍,[],https://search.daum.net/search?w=bookpage&bookId=5759143&q=%EB%82%9C%EC%83%9D%EC%B2%98%EC%9D%8C+%ED%8C%8C%EC%9D%B4%EC%8D%AC+%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
71,['마스이 도시카츠'],"딥러닝도 모르겠는데 수학은 손놓은 지 오래다?  이 책을 한마디로 설명하자면 ‘수학 기초와 파이썬으로 배우는 머신러닝과 딥러닝 기초’라고 할 수 있습니다. 기초 수학을 설명한 후 여기서 파생하는 머신러닝과 딥러닝의 주요 개념인 회귀, 신경망, 경사하강법, 합성곱 신경망, 순환 신경망, 강화 학습 등을 설명합니다. 그리고 각 개념을 구현하는 파이썬 코드도 함께 소개합니다.",2019-08-13T00:00:00.000+09:00,1186710527 9791186710524,28000,루비페이퍼,25200,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5035069%3Ftimestamp%3D20240419141422,이토록 쉬운 딥러닝을 위한 기초 수학 with 파이썬,['이중민'],https://search.daum.net/search?w=bookpage&bookId=5035069&q=%EC%9D%B4%ED%86%A0%EB%A1%9D+%EC%89%AC%EC%9A%B4+%EB%94%A5%EB%9F%AC%EB%8B%9D%EC%9D%84+%EC%9C%84%ED%95%9C+%EA%B8%B0%EC%B4%88+%EC%88%98%ED%95%99+with+%ED%8C%8C%EC%9D%B4%EC%8D%AC
72,['안형근'],"일상 깊숙이 스며든 오늘날, 프로그래밍은 더 이상 특정 전공자만의 전문 영역이 아니다. 문제를 이해하고 해결하는 방식이 점점 데이터 기반으로 변화하면서, 프로그래밍은 누구에게나 필요한 ‘새로운 문해력’이 되고 있다. 그중에서도 파이썬은 간결한 문법과 높은 활용성 덕분에 비전공자에게 가장 친숙한 첫 번째 언어로 자리 잡고 있다. 이 책은 바로 그러한 변화 속에서 프로그래밍을 처음 접하는 학습자들이 주저하지 않고 첫걸음을 내디딜 수 있도록 돕기 위해 만들어졌다",2025-12-24T00:00:00.000+09:00,8978013163 9788978013161,20000,동국대학교출판부,18000,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F7122811%3Ftimestamp%3D20260911141536,루키를 위한 길잡이 with 파이썬,[],https://search.daum.net/search?w=bookpage&bookId=7122811&q=%EB%A3%A8%ED%82%A4%EB%A5%BC+%EC%9C%84%ED%95%9C+%EA%B8%B8%EC%9E%A1%EC%9D%B4+with+%ED%8C%8C%EC%9D%B4%EC%8D%AC
73,['앨런 B. 다우니'],"[파이썬을 활용한 베이지안 통계(Think Bayes)]는 파이썬 프로그램을 사용할 수 있고, 확률에 대한 개념이 있는 독자들을 위해 파이썬을 활용한 통계를 소개한 책이다. 이 책은 수학 기호 대신 파이썬 코드를 사용하고, 연속형 확률 분포 대신 이산형 확률 분포를 사용해서 통계 문제를 푸는 방법을 알려준다.",2014-07-21T00:00:00.000+09:00,8968481148 9788968481147,18000,한빛미디어,16200,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F944547%3Ftimestamp%3D20251101110811,파이썬을 활용한 베이지안 통계(Think Bayes),['권정민'],https://search.daum.net/search?w=bookpage&bookId=944547&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC%EC%9D%84+%ED%99%9C%EC%9A%A9%ED%95%9C+%EB%B2%A0%EC%9D%B4%EC%A7%80%EC%95%88+%ED%86%B5%EA%B3%84%28Think+Bayes%29
74,['캐머런 데이비슨 필론'],"수학 없이 파이썬 코드로 이해한다. 수식을 설명하지 않는다. 컴퓨터를 이용한 이해가 최우선이다. 베이지안에서 사용하는 MCMC 모델, 손실함수, A/B 테스팅 등을 파이썬 코드로 구현해보면서 내용을 이해하고 활용 방법을 익힌다. 결과적으로 베이지안 추론이 무엇이고, 다른 통계적 추론과 어떤 차이가 있는지 이해한다.    계산 문제 대신 실생활 문제를 풀어본다. 실생활 문제를 사용하여 베이지안 수학과 확률 프로그래밍을 연결시킨다. 문자 메시지 데이터에서",2017-11-30T00:00:00.000+09:00,1160503370 9791160503371,27000,길벗,24300,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1598641%3Ftimestamp%3D20221108000859,프로그래머를 위한 베이지안 with 파이썬,['곽승주'],https://search.daum.net/search?w=bookpage&bookId=1598641&q=%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8%EB%A5%BC+%EC%9C%84%ED%95%9C+%EB%B2%A0%EC%9D%B4%EC%A7%80%EC%95%88+with+%ED%8C%8C%EC%9D%B4%EC%8D%AC
75,['가브리엘레 라나로'],"[고성능 파이썬 프로그래밍]은 파이썬 프로그램을 최적화하는 다양한 방법을 소개한다. 간단한 입자 시뮬레이션을 단계적으로 작성하면서 코드를 벤치마킹 및 프로파일링해 성능을 정확히 분석하고, 비효율적인 코드 패턴을 찾아 Cython과 NumPy 코드로 대체해 프로그램 성능을 최적화하는 방법을 학습한다. multiprocessing 모듈과 IPython parallel 패키지 등을 사용해서 프로그램의 주요 연산을 병렬화해 실행 속도를 대폭 향상하는 방법도",2016-04-26T00:00:00.000+09:00,8960778532 9788960778535,12000,에이콘출판,10800,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F838185%3Ftimestamp%3D20221025125514,고성능 파이썬 프로그래밍(acorn+PACKT 시리즈),['이우현'],https://search.daum.net/search?w=bookpage&bookId=838185&q=%EA%B3%A0%EC%84%B1%EB%8A%A5+%ED%8C%8C%EC%9D%B4%EC%8D%AC+%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D%28acorn%2BPACKT+%EC%8B%9C%EB%A6%AC%EC%A6%88%29
76,['우재남'],다양한 예제와 프로젝트를 활용해 초보자도 쉽게 프로그래밍의 기본을 익힐 수 있는 파이썬 입문서입니다. 사전식으로 문법을 나열하기보다는 작지만 기능적인 프로그램을 하나씩 완성하면서 익힐 수 있게 구성했습니다. 단계별로 완성하는 프로젝트를 바탕으로 자신만의 그럴듯한 프로그램도 완성할 수 있습니다.,2017-11-30T00:00:00.000+09:00,1156643597 9791156643593,23000,한빛아카데미,21850,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1569953%3Ftimestamp%3D20221025125523,파이썬 for Beginner(IT Cookbook 223),[],https://search.daum.net/search?w=bookpage&bookId=1569953&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+for+Beginner%28IT+Cookbook+223%29
77,['최용'],,2002-04-19T00:00:00.000+09:00,8955980175 9788955980172,14000,사이버출판사,-1,,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F722308%3Ftimestamp%3D20221025125537,파이썬(왕초보를 위한)(CD-ROM 1장 포함),[],https://search.daum.net/search?w=bookpage&bookId=722308&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC%28%EC%99%95%EC%B4%88%EB%B3%B4%EB%A5%BC+%EC%9C%84%ED%95%9C%29%28CD-ROM+1%EC%9E%A5+%ED%8F%AC%ED%95%A8%29
78,['가스통 힐라'],"파이썬으로 장고, 플라스크, 토네이도라는 웹 프레임워크를 사용해 쉽게 RESTful 웹 서비스를 제작하는 방법을 알려준다. 현재 시점에서는 국내 출판서 중 장고에 관한 책이 더러 눈에 띌 뿐 이렇게 3개의 웹 프레임워크를 한꺼번에 다룬 책은 없다. 따라서 3개 프레임워크 간의 차이를 파악할 수 있으며, 확고한 개념이 정립돼 있지 않는 국내 독자에게는 더없이 좋은 책이 될 것이다.",2017-07-24T00:00:00.000+09:00,116175024X 9791161750248,35000,에이콘출판,31500,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1601987%3Ftimestamp%3D20220925172353,RESTful 파이썬 웹 서비스 제작(acorn+PACKT 시리즈),['이승준'],https://search.daum.net/search?w=bookpage&bookId=1601987&q=RESTful+%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EC%9B%B9+%EC%84%9C%EB%B9%84%EC%8A%A4+%EC%A0%9C%EC%9E%91%28acorn%2BPACKT+%EC%8B%9C%EB%A6%AC%EC%A6%88%29
79,['김태영'],케라스는 딥러닝 전문가가 아니더라도 쉽게 딥러닝 모델을 만들고 사용할 수 있도록 개발된 딥러닝 라이브러리이다. 『파이썬 딥러닝 케라스』는 케라스 사용에 필요한 딥러닝 개념 설명과 실습 가능한 파이썬 소스코드를 담고 있으며 직관적으로 딥러닝 모델 구성을 이해할 수 있도록 블록쌓기 예제가 포함되어 있다.,2017-09-30T00:00:00.000+09:00,8960882135 9788960882133,25000,디지털북스,22500,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F841279%3Ftimestamp%3D20211125145157,파이썬 딥러닝 케라스(블록과 함께 하는),[],https://search.daum.net/search?w=bookpage&bookId=841279&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%94%A5%EB%9F%AC%EB%8B%9D+%EC%BC%80%EB%9D%BC%EC%8A%A4%28%EB%B8%94%EB%A1%9D%EA%B3%BC+%ED%95%A8%EA%BB%98+%ED%95%98%EB%8A%94%29
80,"['서열규', '전희성']",▶ 이 책은 Python(파이썬)을 다룬 이론서입니다. Python(파이썬)의 기초적이고 전반적인 내용을 학습할 수 있습니다.,2020-01-10T00:00:00.000+09:00,1159066051 9791159066054,26000,복두출판사,25740,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5209919%3Ftimestamp%3D20220927162854,파이썬 네트워크 프로그래밍(IOT 사물인터넷을 위한),[],https://search.daum.net/search?w=bookpage&bookId=5209919&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC+%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D%28IOT+%EC%82%AC%EB%AC%BC%EC%9D%B8%ED%84%B0%EB%84%B7%EC%9D%84+%EC%9C%84%ED%95%9C%29
81,['세바스티안 라슈카'],"머신러닝과 예측 분석은 비지니스 및 여러 기관의 운영 방식을 변화시키고 있다. 이 책 [파이썬 머신러닝]은 독자들이 예측 분석 세계에 접근할 수 있도록 해주며 파이썬이 데이터 과학과 관련된 세계적으로 주요 언어 중 하나인 이유를 설명하고 있다. 여러분이 데이터에 대해 더 좋은 질문을 하고자 한다면 혹은 머신러닝 시스템을 개선하여 시스템 능력을 확대하고 싶다면, 이 책이 매우 유용할 것이다. 사이킷런(scikit-learn) 시애노(Theano), 케라스(Keras",2017-01-25T00:00:00.000+09:00,1187497037 9791187497035,32000,지앤선,28800,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1644981%3Ftimestamp%3D20230419143255,파이썬 머신러닝,['이혜연'],https://search.daum.net/search?w=bookpage&bookId=1644981&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D
82,['Matthes Eric'],"고등학교 선생님이 학생들을 대상으로 수업한 경험을 토대로 집필된 이 책은 컴퓨터 환경별 설치를 시작으로 핵심을 짚어 가며 파이썬을 빠르고 쉽게 설명한다. 이 책은 단순히 따라 하는 설명만 있는 게 아니라 연습문제를 풀며 생각할 시간을 요구하기도 한다. 빠르게 읽고 그럴 듯한 프로젝트를 완성한 다음, 다시 코드를 보았을 때 이해를 돕기 위해 코드를 읽기 쉽게 작성하는 법도 모든 장에서 설명하고 있다.",2017-05-01T00:00:00.000+09:00,8968483566 9788968483561,30000,한빛미디어,27000,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F943250%3Ftimestamp%3D20251101110807,나의 첫 파이썬,['한선용'],https://search.daum.net/search?w=bookpage&bookId=943250&q=%EB%82%98%EC%9D%98+%EC%B2%AB+%ED%8C%8C%EC%9D%B4%EC%8D%AC
83,['크리스 로피'],케임브리지에서 만든 [코딩 클럽] 시리즈는 어린이와 청소년을 위해 만든 프로그래밍 입문서 시리즈로 파이썬의 기초부터 입문자의 눈높이에 맞춰 짧은 단원으로 쪼개어 설명한다. 1권에서는 Hello World로 첫 프로그램을 만든 다음 아이디어를 제안해서 능동적으로 프로그램을 발전시키는 방법을 배울 수 있다.,2015-09-01T00:00:00.000+09:00,8968482160 9788968482168,10000,한빛미디어,9000,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F944643%3Ftimestamp%3D20251101110749,코딩 클럽 LV 1: 모두를 위한 파이썬 기초,['유형목'],https://search.daum.net/search?w=bookpage&bookId=944643&q=%EC%BD%94%EB%94%A9+%ED%81%B4%EB%9F%BD+LV+1%3A+%EB%AA%A8%EB%91%90%EB%A5%BC+%EC%9C%84%ED%95%9C+%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EA%B8%B0%EC%B4%88
84,"['서열규', '전희성']","『파이썬 네트워크 프로그래밍』에서는 파이썬을 사용하여 사물인터넷을 구현하기 위한 인터넷 기반의 네트워크 프로그래밍 방법을 소개하였다. 파이썬은 사용하기 쉽고, 다양한 플랫폼에서 사용할 수 있으며 모듈이 매우 풍부하여 대학을 비롯한 교육기관, 연구기관 및 산업계에서 많이 사용되고 있다. 특히 파이썬과 함께 제공되는 모듈을 사용하면 다른 언어보다 훨씬 간단하고 효율적인 네트워크 프로그래밍이 가능하다.",2020-03-25T00:00:00.000+09:00,1159066477 9791159066474,27000,복두출판사,27000,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5388726%3Ftimestamp%3D20220901164837,파이썬 네트워크 프로그래밍(IOT 사물인터넷을 위한)(2판),[],https://search.daum.net/search?w=bookpage&bookId=5388726&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC+%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D%28IOT+%EC%82%AC%EB%AC%BC%EC%9D%B8%ED%84%B0%EB%84%B7%EC%9D%84+%EC%9C%84%ED%95%9C%29%282%ED%8C%90%29
85,['셀레나'],"익혀야 하는지 막막한 입문자에게 데이터 분석 로드맵을 제시하고 개념과 실습, 그리고 실무팁까지 차근차근 설명합니다. 또한 챗GPT로 공부하는 방법을 함께 소개하여 다양한 관점에서 데이터 분석을 학습할 수 있도록 준비했습니다. 이어서 파이썬 데이터 분석에 꼭 필요한 5대장인 넘파이, 판다스, 맷플롯립, 시본, 뷰티풀수프를 최신 트렌드에 맞게 그리고 실무에 유용하게 알려줍니다. 모든 장 끝에는 연습문제가 수록되어 있어 배운 내용을 점검할 수 있습니다.  〈되기〉 시리즈",2024-11-15T00:00:00.000+09:00,1194383033 9791194383031,26000,골든래빗(주),23400,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6761984%3Ftimestamp%3D20250706124046,파이썬 데이터 분석가 되기 + 챗GPT,[],https://search.daum.net/search?w=bookpage&bookId=6761984&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80+%EB%90%98%EA%B8%B0+%2B+%EC%B1%97GPT
86,['사이토 고키'],이 책은 딥러닝의 핵심 개념을 ‘밑바닥부터’ 구현해보며 기초를 한 걸음씩 탄탄하게 다질 수 있도록 도와주는 친절한 안내서입니다. 라이브러리나 프레임워크에 의존하지 않고 딥러닝의 기본 개념부터 이미지 인식에 활용되는 합성곱 신경망(CNN)까지 딥러닝의 원리를 체계적으로 설명합니다. 또한 복잡한 개념은 계산 그래프를 활용해 시각적으로 전달하여 누구나 쉽게 이해할 수 있습니다. 이 책은 딥러닝에 첫발을 내딛는 입문자는 물론이고 기초를 다시금 다지고 싶은,2025-01-24T00:00:00.000+09:00,1169213383 9791169213387,26000,한빛미디어,23400,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6826566%3Ftimestamp%3D20251205183747,밑바닥부터 시작하는 딥러닝 1(리마스터판),['개앞맵시(이복연)'],https://search.daum.net/search?w=bookpage&bookId=6826566&q=%EB%B0%91%EB%B0%94%EB%8B%A5%EB%B6%80%ED%84%B0+%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94+%EB%94%A5%EB%9F%AC%EB%8B%9D+1%28%EB%A6%AC%EB%A7%88%EC%8A%A4%ED%84%B0%ED%8C%90%29
87,['조민호'],"등 4차 산업혁명의 키워드가 되는 산업 기반이 모두 알고리즘 기반으로 돌아갑니다. 이 책은 세상을 이해하는 중요한 기준인 알고리즘과 자료구조의 모든 개념과 아이디어를 그림으로 표현하여 쉽게 이해할 수 있도록 하였고, 각 알고리즘과 자료구조의 원리를 자바와 파이썬 코드로 제시하여 상세히 알 수 있도록 하였습니다.  또 각 장 마지막에서 ‘요약’ 코너를 통해 어떤 내용을 학습했는지 핵심을 정리하여 알고리즘의 개념을 확실히 자신의 것으로 만들 수 있습니다",2018-08-10T00:00:00.000+09:00,8956747881 9788956747880,15000,정보문화사,13500,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F741988%3Ftimestamp%3D20221227171921,알고리즘과 자료구조(자바+파이썬),[],https://search.daum.net/search?w=bookpage&bookId=741988&q=%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98%EA%B3%BC+%EC%9E%90%EB%A3%8C%EA%B5%AC%EC%A1%B0%28%EC%9E%90%EB%B0%94%2B%ED%8C%8C%EC%9D%B4%EC%8D%AC%29
88,['사이먼 몽크'],"라즈베리 파이와 함께하면 톡톡 튀는 창의적인 프로그램과 재밌는 게임을 손쉽게 만들 수 있다. 이 책은 라즈베리 파이 2에 맞춰 개정되었으며. 최신 라즈비안 운영체제를 다루고 있다. 하드웨어 및 소프트웨어의 설정 방법을 익힐 수 있고, 파이썬 스크립트를 작성하거나 사용자 친화적인 GUI를 만들 수 있으며, 외부 전자 부품을 제어할 수 있다. 이 책에서는 행맨 게임, RGB LED 컨트롤러, 디지털시계, 초음파 거리 측정기를 장착한 라즈파이로봇 등의 DIY 프로젝트",2016-02-29T00:00:00.000+09:00,1185890483 9791185890487,19000,제이펍,17100,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1625613%3Ftimestamp%3D20211228200209,라즈베리 파이 프로그래밍(파이썬으로 시작하는)(2판)(제이펍의 로봇 시리즈 7),['배장열'],https://search.daum.net/search?w=bookpage&bookId=1625613&q=%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC+%ED%8C%8C%EC%9D%B4+%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D%28%ED%8C%8C%EC%9D%B4%EC%8D%AC%EC%9C%BC%EB%A1%9C+%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94%29%282%ED%8C%90%29%28%EC%A0%9C%EC%9D%B4%ED%8E%8D%EC%9D%98+%EB%A1%9C%EB%B4%87+%EC%8B%9C%EB%A6%AC%EC%A6%88+7%29
89,"['이현종', '박재일']","AI, 로봇, IOT, 네트워크 기술들과 연동된 파이썬 프로그래밍의 중요성이 강조되고 많은 파이썬 서적들이 나오고 있지만, 전문 컴퓨터 프로그래밍 텍스트 언어이기 때문에 스크래치나 블록프로그램처럼 일반인이 이해하기엔 아직도 전문적인 내용이 많아서 쉽게 배울 수 있는 매체나 교재가 많지 않습니다. 우리는 이 책에서 단순 파이썬, 드론뿐만 아니라 파이썬을 활용한 드론제어까지 어린 학생부터 일반인까지 쉽게 배울 수 있게 하는데 목표를 두었습니다. 이 책",2020-07-16T00:00:00.000+09:00,119028393X 9791190283939,18000,잇플,16200,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5419476%3Ftimestamp%3D20220129174756,한권으로 파이썬과 드론 날로 먹기,[],https://search.daum.net/search?w=bookpage&bookId=5419476&q=%ED%95%9C%EA%B6%8C%EC%9C%BC%EB%A1%9C+%ED%8C%8C%EC%9D%B4%EC%8D%AC%EA%B3%BC+%EB%93%9C%EB%A1%A0+%EB%82%A0%EB%A1%9C+%EB%A8%B9%EA%B8%B0
90,['Facure Matheus'],"어떻게 알아낼까요? 최적의 가격 책정 전략은 어떻게 수립할 수 있을까요? 이 질문들처럼 인과추론은 여러분이 관리하는 요소들이 원하는 비즈니스 지표에 어떤 영향을 미치는지 파악하는 데 가장 유용한 방법입니다. 인과추론은 단 몇 줄의 파이썬 코드만으로 쉽게 구현할 수 있습니다.  이 책은 영향력과 효과를 추정하는 데 있어 인과추론이 지닌 아직 활용되지 않은 잠재력을 설명합니다. 관리자, 데이터 과학자, 데이터 분석가를 위한 A/B 테스트, 선형회귀, 성향점수",2024-03-05T00:00:00.000+09:00,1169212115 9791169212113,38000,한빛미디어,34200,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6574548%3Ftimestamp%3D20251205183630,실무로 통하는 인과추론 with 파이썬,['신진수'],https://search.daum.net/search?w=bookpage&bookId=6574548&q=%EC%8B%A4%EB%AC%B4%EB%A1%9C+%ED%86%B5%ED%95%98%EB%8A%94+%EC%9D%B8%EA%B3%BC%EC%B6%94%EB%A1%A0+with+%ED%8C%8C%EC%9D%B4%EC%8D%AC
91,['이지선'],"이 책은 빅데이터 시대, 다양한 라이브러리를 갖춰 강력한 통계 기능으로 인공지능의 세부 과목인 딥러닝에도 많이 활용되는 대세 프로그래밍 언어 파이썬을 배우고자 하는 모든 이들을 위한 제대로 된 입문서이다. 다른 책과 차별화되는 점은 전공자 뿐 아니라 인문계열 학생도 초보 일반인도 누구나 쉽게 코딩에 입문할 수 있도록 ‘파이썬 30일 계획표’에 따라 총 17장을 마스터하면 한 달 내에 파이썬을 끝낼 수 있는 책이라는 점. 또한 체계적으로 파이썬 문법을",2018-06-07T00:00:00.000+09:00,8931555644 9788931555646,25000,성안당,22500,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F487365%3Ftimestamp%3D20221025125532,스타트 업 파이썬,[],https://search.daum.net/search?w=bookpage&bookId=487365&q=%EC%8A%A4%ED%83%80%ED%8A%B8+%EC%97%85+%ED%8C%8C%EC%9D%B4%EC%8D%AC
92,['브렛 슬라킨'],"이 책 [파이썬 코딩의 기술]은 ‘파이썬답게’ 프로그램을 작성하는 방법에 대한 통찰력을 제공한다. 책에는 다양한 팁과 기술을 현실성 있는 코드 예제와 함께 59가지 Better way에 수록했다. 또한, 코드를 좀 더 파이썬답게 작성하는 기술을 알려주므로 따라하며 학습하다 보면 한 차원 높은 코드를 작성할 수 있을 것이다. 아울러 더 나은 코딩 기술을 Better Way 한 줄로 정리했다. Note에는 작업할 때 알아두면 좋은 팁과 저자의 노하우가",2016-03-31T00:00:00.000+09:00,1186978821 9791186978825,24000,길벗,21600,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1640226%3Ftimestamp%3D20220927164202,파이썬 코딩의 기술(Effective Python),['김형철'],https://search.daum.net/search?w=bookpage&bookId=1640226&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EC%BD%94%EB%94%A9%EC%9D%98+%EA%B8%B0%EC%88%A0%28Effective+Python%29
93,"['안드레아스 뮐러', '세라 가이도']","사이킷런 핵심 개발자에게 배우는 머신러닝 이론과 구현    현업에서 머신러닝을 연구하고 인공지능 서비스를 개발하기 위해 꼭 학위를 받을 필요는 없습니다. 사이킷런(scikit-learn)과 같은 훌륭한 머신러닝 라이브러리가 복잡하고 난해한 작업을 직관적인 인터페이스로 감싸주는 덕분이죠. 이 책에서는 사이킷런의 핵심 개발자가 복잡한 수학을 동원하지 않고 실용적으로 머신러닝을 구축하는 모든 단계를 설명합니다. 미적분, 선형대수, 확률 이론을 공부하지",2019-03-29T00:00:00.000+09:00,1162241640 9791162241646,32000,한빛미디어,28800,정상판매,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4904852%3Ftimestamp%3D20251101123232,파이썬 라이브러리를 활용한 머신러닝,['박해선'],https://search.daum.net/search?w=bookpage&bookId=4904852&q=%ED%8C%8C%EC%9D%B4%EC%8D%AC+%EB%9D%BC%EC%9D%B4%EB%B8%8C%EB%9F%AC%EB%A6%AC%EB%A5%BC+%ED%99%9C%EC%9A%A9%ED%95%9C+%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D
